,prompt,completion,brief_type,data_type,file_path,file_name
483,"Plaintiff’s most recent filing is a sanctions motion against counsel for perceivedmisstatements and misapplications of the Rules of Civil Procedure and other law. Plaintiff merely objected and did not cite or argue any legal basis for the objections. Plaintiff is law trained and sufficiently comfortable with her training and abilities that in her complaint she has asked that she be awarded her law degree. Medical Supply Chain, Inc. v. GE, 144 Fed. Appx. 708, 715 (10th Cir. 2005) The motion for sanctions must be made separately and made separately from any other motion. The motion must be served or not filed under Rule 11(b) and must not be filed or challenged in court if the paper, claim, or denial is withdrawn or appropriately corrected within 21 days after service.
 Judgment -->", deny,opposition,train,614,gov.uscourts.utd.80761.38.0.txt
484,"The background facts of this new case are well-known to this Court already. On July 15, 2008, StemCells filed its Motion to Dismiss or.Transfer in the Maryland Action. On the same day, counsel for Neuralstem learned that his wife, who is pregnant with their child, would be delivering much sooner than expected. The Court held a hearing on August 13, 2008 on the Supportaration of Sanjay K. Murthy in support of Neuralstem’s Motion to Reopen the Action. The Case No. C 08-02364 is being heard by Judge Claudia Wilken at the U.S. District Court for the Northern District of California. The hearing is set for August 26, 2008 to September 16, 2008. For confidential support call the National Suicide Prevention Lifeline at 1-800-273-8255 or visit www.suicidepreventionlifeline.org.
 Judgment -->", grant,support,train,766,gov.uscourts.cand.203194.45.0.txt
485,"StemCells, Inc. and Stemcells California, Inc., are seeking to have their case heard in the U.S. District Court for the Northern District of California. The parties have agreed that trial in this matter will require between 8-12 trial days. Opposing counsel/Neuralstem asked that opposing counsel agree to make the following request to the Court: The parties believe that rescheduling of the current date is appropriate but, if also appropriate with the Court, do not want this delay to impact on the setting of the trial date at the earliest possible date. Based on conversations with the Calendar Clerk, the parties were informed that there was availability for trial dates in September or October 2009. We agree that the Court should continue the Case Management. opposing counsel that his/her personal circumstance should not impact the procedural rights of plaintiff Stem Cells Inc.
 Judgment -->", grant,opposition,train,766,gov.uscourts.cand.203194.48.0.txt
486,"Plaintiffs, v. Action No. 13-7115(SDW)(MCA) of the U.S. District Court for the District of New Jersey, are seeking dismissal of their complaint against the Waterfront Commission of New York Harbor. The complaint was filed on February 18, 2014 by New York Shipping and Maritime Association, METROPOLITAN MARINEMAINTENANCE CONTRACTors’ Association, International Longshoremen’s Association, AFL-CIO, and LOCAL 1814, INTERNATIONAL LONGSHOREMEN’S ASSOCIATION. The plaintiffs are New York shipping and marine contractors and international longshoremen's union. The Commission is seeking to dismiss the complaint on the grounds that it failed to state a claim.
 Judgment -->", grant,support,test,750,gov.uscourts.njd.297141.45.0.txt
487,"New York Shipping Association, Inc., International Longshoremen’s Association, AFL-CIO, and the PLAINTIFF LOCALS in OPPOSITION filed a motion to have the Commission of New York and New Jersey dismissed. The Commission denied the motion. The petition was filed February 21, 2014, and was filed in the United States District Court for the District of New Jersey on February 22, 2014. The motion was filed on March 3, 2014 and the hearing is set for March 16, 2014 at 9:30 a.m. (CT) (GMT) (PT) (A) (B) (C) (D) (E) (F) (G) (H) (I) (J) (K) (L) (M) (R) (Z) (S) (U) (W) (Y) (T) (z) (a) (b) (c) (g) (d
 Judgment -->", grant,opposition,test,750,gov.uscourts.njd.297141.58.0.txt
488,"Scapa Dryer Fabrics, Inc. urges the Court to order a new trial or, in the alternative, a remittitur for the following reasons: Juror dishonesty during voir dire deprived Scapa of a fair trial. Exclusion of collateral-source evidence after Mrs. Barabin testified about her fear of being left destitute caused the jury to award excessive damages. Court abused its discretion by admitting the testimony of Plaintiffs' experts and by allowing evidence in support of Plaintiff's total dose theory. Court erroneously charged the jury. Court made an improper jury argument. Jury's damage award is excessive. Court was denied an apportionment of damages by a Washington statute that violates the U.S. Constitution. Case No. 2:07-cv-01454-RSL.
 Judgment -->", deny,support,test,695,gov.uscourts.wawd.146441.386.0.txt
489,"A single juror sent a letter to the Court detailing her disappointment in the result. The defendants filed motions for a new trial pursuant to Fed. R. Civ. Proc. 59, substantially based on a declaration the defendants wrote for the disgruntled juror. The motions are baseless challenges to a verdict they do not like, based on substantially ill-gotten and inadmissible evidence. There is no basis to overturn the jury’s findings in this case, all of which are supported bysubstantial evidence. The jury found plaintiffs’ evidence more credible than the defendants’. The verdict is not to be overturned simply because the defendants did not request a damages.apportionment. for asbestos-injury cases. The trial should be held again and the verdict should be upheld.
 Judgment -->", deny,opposition,test,695,gov.uscourts.wawd.146441.447.0.txt
490,"The Petition Must Be Dismissed for Lack of Subject Matter Jurisdiction. The Speech or Debate Clause Precludes This Suit. The Suit Presents Non-Justiciable Political Questions. Ms. Judd Lacks Article III Standing. The Petition should be dismissed for failure to state a claim upon which relief can be granted. The Court should dismiss the Petition because it lacks Article III standing. The petition should also be dismissed because the Petition must be dismissed due to the Speech or debate clause. The case is: Tatelman v. Sweetwater Comm’rs of Cnty., Decl. of Todd B. Tatelmann (June 8, 2015) (Case No. 2:15-cv-00064-SWS Document 13 Filed 06/08/15 Page 1 of 36) The petition is filed in the United States District Court for the District of Wyoming.
 Judgment -->", grant,support,test,113,gov.uscourts.wyd.32018.13.0.txt
491,"Cynthia Lummis, U.S. Representative for Wyoming, herebyresponds to Petitioner Jacqueline S. Judd’s Motion to Set Hearing (June 18, 2015) (ECF No. 14) (“Hearing Motion”) The Hearing Motion makes clear that Ms. Judd is challenging Congresswoman Lumm is challenging her office to commence the impeachment process. On this basis alone, the Court should grant the Motion to Dismiss. But the Hearing Motion is more than merely unresponsive. It fully reaffirms the many fatal jurisdictional and pleading defects plaguing the Plaintiffs’ Petition. The hearing Motion wholly fails to respond to CongresswomanLummis’S many assertions in favor of dismissal. It also fails to provide a basis for the Court to grant the motion to dismiss.
 Judgment -->", grant,opposition,test,113,gov.uscourts.wyd.32018.15.0.txt
492,"Jacqueline S Judd submits its opposition to Defendant, House of Representative Cynthia Lummis' Motion to Dismiss the Complaint with Prejudice. Case 2:15-cv-00064-SWS Document 18 Filed 07/14/15 Page 1 of 2                 Case NO. 2: 15-cv00064 - SWS. U.S. District Court for the District of Wyoming, Wyoming. Plaintiff, Jacqueline S. Judd fully complies with the pleading requirements of Federal. Rule of Civil Procedure 8(a) and provides Defendant House of. Representative Cynthia. Lumm is fair notice of the charges against her and the grounds thereof Discovery and argument will add further detail later of facts in support of. actual, realistic, and honest evidence.
 Judgment -->", grant,opposition,test,113,gov.uscourts.wyd.32018.18.0.txt
493,"Liberty Legal Foundation asks court to reconsider sanctioning attorney Van Irion. Plaintiffs claim that attorney Irion made demonstrably incorrect statements regarding allegations made in their complaint. U.S. Supreme Court has explained that “the presence of one party with standing is sufficient to satisfy Article III’s case-or-controversy requirement,” Rumsfeld v. Forum for Academic and Institutional Rights, Inc., 547 U.s. 47, 52 at FN2 (2006) Defense of First Impression cannot be sound against an attorney relying upon an attorney's legal theory of first impression, according to the court's ruling in the case. “The Court was left to presume based on the allegations of the Amended Complaint that Plaintiff Maroney brought suit in his capacity as a concerned citizen and tax payer…On this basis alone, counsel’'s conduct lacked any reasonable justification”
 Judgment -->", deny,support,train,624,gov.uscourts.tnwd.61189.33.0.txt
494,"The Democratic National Committee and Debbie Wasserman Schultz are the “Defendants’” The Tennessee Democratic Party and Chip Forrester are also defendants. Plaintiffs filed a Motion to Reconsider Sanctions (Dkt. No. 33) and a Motion for Stay of Sanctions Pending Appeal (Dkk No. 34) The opposition to both motions has no basis in law or fact. The Court’s well-reasoned and well-supportedSanctions Order should be upheld in its entirety, and should not be stayed. The substantive arguments offered in support of reconsideration are utterly baseless. The motion to Stay is equally defective, and if not more so, Plaintiffs’ failure to show how they show standing is demonstrably false would be the most notable failure.
 Judgment -->", deny,opposition,train,624,gov.uscourts.tnwd.61189.38.0.txt
495,"Wisconsin Bell, Inc., moves for judgment on the pleadings as to the second amended complaint filed by Plaintiff-Relator, Todd Heath. Heath cannot plausibly allege that Wisconsin Bell's allegedly false statementsregarding ""lowest corresponding price"" were material to the government's reimbursement decisions under the E-Rate program. The grounds for this motion are set forth more fully in the accompanying memorandum of law. Judgment on the pleading is also appropriate on all of Heath's claims based onWisconsin Bell's alleged conduct before October 16, 2002 because the False Claims Act's six-year statute of limitations bars those claims. The hearing will take place in the U.S. District Court for the Eastern District of Wisconsin on November 1, 2016 at 9 a.m. ET.
 Judgment -->", deny,support,test,249,gov.uscourts.wied.47756.154.0.txt
496,"The United States of America et al. v. Todd Heath, U.S. District Court for the Eastern District of Wisconsin. The case was brought by Heath against the state of Wisconsin on behalf of schools and libraries. The district court granted the defendant's motion to certify appeal. The decision will be heard on October 20, 2016. The ruling is expected to be delivered by the end of the month or early in the month of October. The jury will hear arguments in the case on October 23, 2016, and the verdict will be delivered on October 25, 2016 if the jury finds in favor of the defendant and the appeal is granted. The verdict will then be appealed to the United States Supreme Court, which will hear the case again on October 26, 2016 and October 27, 2016 respectively.
 Judgment -->", deny,opposition,test,249,gov.uscourts.wied.47756.167.0.txt
497,"Target Training International (“TTI”) has been trying to arrange this discovery since June 2011. EDNA wants to take the deposition of TTI’s Mr. Lawrence Whitlow after the January 20,2012 discovery cutoff. TTI has agreed to make Mr. Whitlow available for his deposition on February 2, 2012. Shortly after TTI agreed to the February 15 extension, EDI and Mr. Sappinnen became unable to respond to the Finnish Court until February 17. Although there is no direct evidence of collusion on this latest scheduling matter, it is suspicious that very shortly after T TI agreed to a February 15 discovery deadline, EDi and Mr Sappinnens become unavailable untilFebruary 17. Because this extension will affect the dispositive proceedings in this case, TTI respectfully requests the Courtgrant an extension of the discovery and discovery deadline to March 31, 2012 to take discovery.
 Judgment -->", deny,support,test,277,gov.uscourts.txsd.800617.162.0.txt
498,"Target Training International, Ltd. (“TTI’s) motion to extend discoverydeadline. EDNA agreed to take deposition of TTI employee Laurence Whitlow after the close of discovery. TTI later backed out on the deal and now seeks to push back every remaining deadline in this case – including the trial date. The Court previously rescued TTI from its lack of diligence in meeting the deadline for serving expert reports. The sole issue to be decided is whether the remaining deadlines in the case should be pushed back by two months or more as a result of T TI’�s lack ofDue diligence. In either case, it is time for the Court to let TTI know that gamemanship and a lack of due diligence are not acceptable and will not be tolerated.
 Judgment -->", deny,opposition,test,277,gov.uscourts.txsd.800617.171.0.txt
499,"Google asks the court to close the courtroom when testimony regarding Google’s sensitive commercial information is offered at trial. The strong public interest in protecting this kind of sensitivecommercial information from disclosure outweighs the common law presumption of public access to judicial proceedings. While there is a common law right of public. access tojudicial proceedings, that right is not a constitutional right and it is “not absolute.” See Nixon v. Warner Communications, Inc., (1978) The Fifth Circuit has rejected other circuits’. holdings that “only the most compelling’ can rebut that presumption. See In re. Iowa, 724 F.2d.658, 6th Cir. (8th. Cir. 1984) (“Where only private. commercial interests are involved, we think the law justifies the steps taken by the District Court to prevent public disclosure”)
 Judgment -->", grant,support,train,357,gov.uscourts.txed.104068.190.0.txt
500,"Google asks the court to “close the court whenever testimony regarding Google’s sensitive commercial information is offered at trial, and to seal all documents and portions of transcripts.” Public access to trials and trial records “is one of the most ancient features of our common law system, predating not only the constitution but also the Magna Carta itself,” the court says. The Fifth Circuit and numerous courts have determined that public access to civil trials is grounded in the First Amendment to the Constitution. The court says Google can’t cite a single instance where this Court has shut the courtroom doors to the public, nor can Google justify the restrictive remedy it seeks. The public interest must be balanced with the privacy interests of Google and the fairness and efficiency of the proceedings.
 Judgment -->", grant,opposition,train,357,gov.uscourts.txed.104068.225.0.txt
501,"The Government has not obtained a money judgment. Rather the Government has obtained a judgment authorizing it to take title to property that it already owns. The judgment in this matter has been automatically stayed under Rule 62(a) for 10. days. That stay will expire on February 2, 2006 unless extended by this court. As a. rule a stay requires the appealing party to post a supersedeas bond in order to. secure the interest of the prevailing party. Yet a. supersedeal bond is used to secure a $493,850. in U.S. Currency, and a 1993 Ford F-350 Truck. The Government has sought to execute the judgment during the pendency of the appeal to be taken by the claimants. The claimants, through counsel and pursuant to Federal Rule of Civil Procedure 62(d), request that this court enter an order staying the execution of the judgment. The only order necessary to preserve “the full value of the property at issue”
 Judgment -->", grant,support,test,959,gov.uscourts.azd.35369.66.0.txt
502,"The United States of America, by and through undersigned counsel, responds to claimants’ Motion to Stay Execution of Judgment. The United States will not seek to enforce this judgment while the motion is pending. The expenses incurred in the storage and maintenance of this vehicle as of February 1, 2006, are $3,595.12, and continue to accrue at the $3.35 per day rate. This indicates that the net equity in the vehicle after deduction. just the fees is less than $200, substantially less than it would cost to sell the vehicle. The vehicle cannot be sold to the. public because it has been used as a load vehicle capable of concealing illegal. substances or large quantities of currency. The U.S. is faced with the alternative of either destroying the. vehicle or keeping it in a position where it can be used for further use.
 Judgment -->", grant,opposition,test,959,gov.uscourts.azd.35369.68.0.txt
503,"The Taco Maker, Inc., (“Taco Maker”), FransGlobal Corporation, and Carlos Budet (‘Budet’) (collectively referred to as “Third-Party Plaintiffs”) file a Motion to Disqualify the law firm of Taylor, Busch, Slipakoff, & Duma, LLP. Marcelino Solis, Plaintiff, asks the court to disqualify the firm because of a conflict of interest with a former client and the confidentiality of information previously provided to the firm. The Georgia Rules of Professional Conduct states that a lawyer who has formerly represented a client in a matter shall not thereafter represent another person in the same or asubstantially related matter in which that person's interests are materially opposing those of the former client.
 Judgment -->", deny,support,test,1130,gov.uscourts.gand.163096.9.0.txt
504,"Marcelino Solis filed suit against Taco Maker, Inc., Fransglobal Corporation, and Carlos Budet. Solis claims he was never given an equity stake in TMI or TMI, and has never been given any food production contracts. Defendants allege that it is improper to bring suit for it is illegal to bring a suit for improper representation. The suit was filed in the U.S. District Court for the Northern District of GEORGIA, in Atlanta, Georgia, on July 27, 2010. The case has been adjourned until August 6, 2010, at 11:30 a.m. (ET) (PT) (A) (B) (C) (D) (E) (F) (G) (H) (I) (J) (K) (L) (M) (N) (P) (S) (R) (Y) (Z) (W) (T) (
 Judgment -->", deny,opposition,test,1130,gov.uscourts.gand.163096.12.0.txt
505,"You must be a person who is serving a sentence under a judgment against you in a federal court. You are asking for relief from the conviction or the sentence. You must tell the truth and sign the form. If you make a false statement of a material fact, you may be prosecuted for perjury. You do not need to cite Jaw. You may submit additional pages if necessary. You could be barred from presenting additional grounds at a later date. You can only challenge a judgment entered by one judge or division. You cannot pay for the costs of this motion (such as costs for an attorney or transcripts) You may ask to proceed in forma pauperis (as a poor person). You must submit a certificate signed by an officer at the institution where you are confined showing the money that the institution is holding for you.
 Judgment -->", deny,support,test,42,gov.uscourts.mad.112193.104.0.txt
506,"The government respectfully responds to defendant Nygell Jones’s (the “defendant”) Motion to Vacate, Set Aside, or Correct a Sentence By a Person in Federal Custody. Jones was charged by indictment with being a felon in possession of a 9mm semi-automatic firearm and various rounds of 9mmammunition. The evidence at trial showed the following: The defendant ran the length of the basement and then tried to open a door, but it was locked. The defendant grabbed his waistband, a common area for carrying a gun, and tried to run to a basement door, knocking over or pushing through people waiting in line as he did so. The officer who tackled him was concerned that the defendant was going to pull out a gun.
 Judgment -->", deny,opposition,test,42,gov.uscourts.mad.112193.112.0.txt
507,"Feldman’s Medical Center Pharmacy, Inc. files Motion for Remand against Carefirst, Inc., alleging breach of contract, unjust enrichment, and statutory bad faith. Carefirst filed a Notice of Removal on February 1, 2010, alleging that Plaintiff is seeking to enforce rights that arise under ERISA. Plaintiff has asserted a cause of action arising under the laws of the United States, and this court has original jurisdiction to hear Plaintiff's claims. Plaintiff requests that the Court require the removing Defendant to pay Plaintiff's costs and expenses, including attorney's fees, incurred as a result of the wrongful removal of this action. Defendant Carefirst is also a citizen of Maryland. Plaintiff respectfully requests the Court grant this motion and remand this case to the Circuit Court for Baltimore County, Maryland.
 Judgment -->", deny,support,test,776,gov.uscourts.mdd.175508.46.0.txt
508,"Feldman’s is entitled to provide therapies to Factor VIII patients as an out-of-network provider to the extent any such such provider can provide them. The Motion ignores or misapplies governing precedent, is internallyinconsistent in that it alleges CareFirst removed the case both too early and too late, and, demonstrated by the quoted passages above, is highly dubious given the position that Plaintiff has taken up until now. In the final analysis, the Motion fails to provide any reason to remand the case. The motion is a highly emotional (and equallytransparent) invective against insurance companies in general that seeks to parlay the current political climate against the industry into a reason for remand. It is a true and true and correct copy of the deposition and testimony of Jarrett Bostwick, the chief counsel for CareFirst.
 Judgment -->", deny,opposition,test,776,gov.uscourts.mdd.175508.48.0.txt
509,"Wen Y. Chiang, a serial litigant1, filed this action on November 14, 2008, attempting to assert various claims against Defendants FIA Card Services, N.A. (“FIA”),2 and Bank of America (collectively “Defendants’), all of which were entirely premised on Defendants’ credit furnishing conduct in 2008 prior to the filing of his action. This is the third action in two years that Plaintiff has filed against Defendants in an effort to avoid debt obligations and extract asettlement. In 2006, Plaintiff filed an action which was pending before Judge Saris and Magistrate Judge Alexander, Case No. 06-12258-PBS. In July 2009, counsel for Plaintiff and Defendants participated in a scheduling conference in which the Court sought to narrow the issues and, in part, ordered Plaintiff to identify the specific account(s) at issue in this action.
 Judgment -->", grant,support,train,507,gov.uscourts.mad.118796.27.0.txt
510,"Wen C. Chiang is suing MBNA, Bank of America, and FIA Card Services. He claims that the defendants sent him false information about his accounts. The defendants claim that Chiang has filed over 35 lawsuits in two years. The number of lawsuits is not even close to 35. The judge dismissed all of Chiang’s claims on the pleadings, with the exception of his claim under the Fair Credit Reporting Act. The Court also ordered Chiang to file an amended complaint if the relevant accountnumbers were other that the account ending in 1736 ( 6419). Chiang filed his Second Amended Complaint (Doc. 24), alleging that both both account numbers ending in 9211 and in 17 36 are relevant and that defendants violated the Fair credit reporting Act.
 Judgment -->", grant,opposition,train,507,gov.uscourts.mad.118796.29.0.txt
511,"Applied Biosystems Inc. is seeking leave to file a motion for reconsideration of the denial of its motion for summary judgment of noninfringement as to claim 1 of U.S. Patent No. 5,969,119 (the ‘119’ patent) AB respectfully requests that the Court also set a briefing schedule that will allow. a decision on this issue before phase II of trial commences. The motion is based on the accompanying Memorandum of Authorities, the. accompanying Memor memorandum of Points and the. Comeraration of Steven Comer in Support of AB’s Motion for Leave to. File a Motion for. Reconsideration of ’119.’11’ (“Comer Decleration of Noninfringment of Patent’)
 Judgment -->", deny,support,test,551,gov.uscourts.cand.192674.286.0.txt
512,"A motion for leave to file a motion for reconsideration has been denied by the U.S. District Court for the Northern District of California. The motion is based solely on its misinterpretation of the Federal Circuit’s Carnegie-Mellon decision. The judge rejected the motion because the judge found that the court had to show that Carnegie Mellon had changed the law regarding claim vitiation. The court also found that AB had to prove that it had to justify its claim on “a material grounds” under the Civil Local Rule 7-9(b)(2) (1) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12) (13) (14) (15)
 Judgment -->", deny,opposition,test,551,gov.uscourts.cand.192674.297.0.txt
513,"The standing issues are a fraction of the issues to be decided at an infringement trial. The standing issue will be decided on an early bench trial on an infringement case. The trial will be held on April 17, 2008, at the U.S. District Court for the Northern District of California in San Francisco. The case is being heard by the Honorable William H. Alsup, Jr. Case 3:07-cv-02845-WHA. Case No. C07 02845 WHA: ""Illumina, Inc., a Delaware corporation, v. Solexa, Inc. v. Steven C. MACEVICZ, an individual, and APPLERA CORPORATION v. Macevicz"" The trial is expected to last two days.
 Judgment -->", deny,support,test,250,gov.uscourts.cand.192674.155.0.txt
514,"An early trial beginning May 12, 2008 is not reasonable or logistically feasible. AB has not shown that bifurcation is warranted. Defendants are entitled to a jury trial despite AB’s mischaracterization of its state-law claims as presenting an issue of “standing” AB has refused to provide discovery regarding the claims for which it seeks damages. A trial beginning on September 29 is moreefficient on all issues beginning on Sept. 29, 2008. The jury should be allowed to hear both sides’ arguments in this case. Judge William H. Alsup will decide the case on April 24, 2008, at 8:00 a.m. in the U.S. District Court for the Northern California Division of the California Supreme Court.
 Judgment -->", deny,opposition,test,250,gov.uscourts.cand.192674.171.0.txt
515,"Plaintiffs allege that GEOmaximizes its profits by using coerced, and underpaid labor to clean and maintain the facility. GEO’s first policy is the “Forced Labor Policy,” whereby Plaintiffs and members of the class they seek to represent are put in solitary confinement. Plaintiffs’ claims relate to two distinct work policies imposed on them by GEO. A briefing schedule has been set, but Plaintiffs will work in goodfaith to resolve any issues, including extensions, that may arise. The Court Should Appoint Plaintiff’ Counsel as Class Counsel .............................. 24.774.CERTIFICATE OF CONFERRAL PURSUANT TO D.C.COLO.LCIVR 7.1.1(A)
 Judgment -->", grant,support,test,807,gov.uscourts.cod.151798.49.0.txt
516,"The U.S. District Court for the District of Colorado is hearing a case involving the detention of a group of immigrant detainees. The detainees are seeking a class-action lawsuit against the federal government for their treatment. The federal government says that the detainees are entitled to a $1.00-per-day allowance under the Federally-Authorized VWP. The plaintiffs argue that the VWP is illegal and that they should not be entitled to such an allowance. The case is being heard by a panel of three federal judges who are hearing it on behalf of the detainees and their lawyers. The hearing is set for July 7 and 8, 2014 at 9:30 a.m. and 10:30 p.m., respectively, at the Federal Court of Appeals in Denver.
 Judgment -->", grant,opposition,test,807,gov.uscourts.cod.151798.51.0.txt
517,"The motion was filed electronically with the United States. District Court for the District of Rhode Island. The motion is available for viewing and downloading from the Electronic Case Filing system. The following attorneys received service by electronic means on this 19th day of March, 2008: Matthew T. Oliverio, III, Brian J. Lamoureux, Wayne F. Dennison, Douglas H. Flaum, and Lara Turcik. For confidential support call the National Suicide Prevention Lifeline at 1-800-273-8255 or visit http://www.suicidepreventionlifeline.org/. For support on suicide matters call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch, see www.samaritans.org for details.
 Judgment -->", deny,support,train,882,gov.uscourts.rid.21729.57.0.txt
518,"Case 1:06-cv-00492-S-LDA: Case 1:6-cv,00492,S-S, LDA: 1. Case: 6-CV, S-L, C-S: 1, L: 6, D-D, S: 6. Case. 1-3: 1-4, 2-3, 4-5, 6-7: 3, 8-9: 9-10: 9, 10-11: 11-12: 12-13: 13-14: 14-15: 15-16: 16-17: 18-18: 19-19: 20-21: 22-24: 23-25: 26-27: 28-28: 29-29: 30-31: 32-33: 34-34: 35-35: 36-36: 37-38: 39-39: 38-40: 40-41: 41-42
 Judgment -->", deny,opposition,train,882,gov.uscourts.rid.21729.60.0.txt
519,"Liberty Mutual Insurance Co. v. Pella Corp. and Pella Windows and Doors, Inc., Case 4:11-cv-00273-JEG -CFB Document 14. Liberty Mutual is seeking to extend the due date for its responsive pleadings or other papers. The Eighth Circuit is expected to issue a decision in the case in the near future. The case was argued before the Eighth Circuit on February 15, 2011, and is called “Pella I’s Complaint’” Liberty Mutual will be prejudiced by having to file its responsive pleading at this time, according to the motion to stay proceedings. The motion asks the court to stay the case until Pella I is decided so that the Court and parties will not be required to review and respond to filings that may be rendered moot by the decision.
 Judgment -->", grant,support,test,203,gov.uscourts.iasd.44545.14.0.txt
520,"Liberty Mutual Insurance Company (“Liberty’s motion for a stay of this matter is now moot. Liberty requested twenty-one (21) days to file responsive pleadings in this case running from either (i) “the date the stay of proceedings is lifted” or (ii) ‘the date that the stay is denied’ Liberty has no obligation to file its responsive papers within 21 days from the decision on the Pella I Appeals, that is, on or before Thursday, September 8, 2011. On August 18, 2011, the U.S. Court of Appeals for the Eighth Circuit issued its decision. in Liberty Mutual Insurance Co. v. Pella Corp. and PellaWindows and Doors, Inc., Case No. 07-cv-00508-JEG-CFB.
 Judgment -->", grant,opposition,test,203,gov.uscourts.iasd.44545.17.0.txt
521,"Francisco Espinoza is accused of Conspiracy to possess with the intent to distribute five kilograms or more of Cocaine and one thousand kilograms of marijuana. The Pre Trial Services report recommended the defendant’s release with a cash deposit of $2,500.00 and one co-surety. The government relied solely on the existence of an Indictment against Francisco EspinoZA and its corresponding presumption, albeit rebuttable, against bond. The name of Ricardo Cardenas has yet to be released in a redacted indictment. The defendant has no ties to Mexico, except a distant maternal aunt whom he has not visited since childhoood and is not a flight risk. His sister testified that she is a Certified Public Accountant and she and her siblings and family would be willing to sign as cosureties of Francisco.
 Judgment -->", deny,support,test,534,gov.uscourts.txwd.380367.277.0.txt
522,"The U.S. Attorney for the Western District of Texas opposes the defendant's motion for release. The judge found probable cause to believe that the defendant committed a crime in violation of the Bail Reform Act. The defendant has not rebutted the presumption established by the court that no conditions of release exist that would reasonably assure the appearance of the person as required and the safety of the community. The United States of America opposes the Defendant's second Motion for Revocation of Detention Order and Request for A De Novo Evidentiary Hearing and Bond. The government’s evidence and evidence offered by the defendant is presented as Exhibit 1 in the case against the defendant. The hearing will be held on October 22, 2009, and the defendant will be allowed to appeal this order.
 Judgment -->", deny,opposition,test,534,gov.uscourts.txwd.380367.278.0.txt
523,"Plaintiff moves this honorable court for an extension of time of twenty days to respond to Defendants’ Motion to Disqualify Counsel. Plaintiff’s wife has been ill and has just been taken to the hospital in Miami. See attached letter from Dr. Jeffrey Rosen, Plaintiff's attorney, for more information. Plaintiff respectfully requests an. extension of 20 days to responding to the Motion to disqualify. Counsel for Plaintiff is seeking Defendants' consent to this motion. The reason for this extension is that Plaintiff”s wife is ill and is in the hospital. Plaintiff will have until and including June 10, 2008 to respond. to the defendants’ motion to Disqualified Counsel. All counsel of record are of record for the Plaintiff. The motion was filed on May 20, 2008.
 Judgment -->", grant,support,train,440,gov.uscourts.dcd.124257.23.0.txt
524,"Judicial Watch, Inc. and Paul Orfanedes oppose the Motion for Extension of Time 1 to respond to the Plaintiff’s Motion to Disqualify Larry Klayman (“Klayman”) as counsel for the Plaintiff. The Plaintiff is actually Peter Paul. The litigation has been pending since early February of 2007, more than a year and three months. The existence of this litigation is a fund-raising tool in connection with his anti-Jud Judicial Watch advertising campaign. To vindicate themselves, Defendants are anxious to move this matter through discovery and final disposition. Defendants respectfully request that the court DENY Klay man’S Motion and enter an order for only a ten calendar day extension. The Motion incorrectly identifies Larry Kleyman as the Plaintiff in this action.
 Judgment -->", grant,opposition,train,440,gov.uscourts.dcd.124257.24.0.txt
525,"The Securities and Exchange Commission issued a subpoena to defendant on January 31, 2017 requesting various documents. The Commission’s best efforts to resolve the issue and even after prioritizing its production requests, the Commission is still without many of the requested materials. The Court should issue an Order to Show Cause ordering Defendant to appear and show cause why the subpoena should not be enforced consistent with the relief the Commission seeks in its Application for an Order Enforcing and Administrative Subpoena (“Application”) [D.E. 1]. The Commission filed its Application on July 17, 2017. Counsel for Defendants entered their appearance on July 18 and 19, 2017, respectively. The Defendant has had several weeks to digest the Application and opposes the relief requested herein.
 Judgment -->", grant,support,test,1141,gov.uscourts.flsd.513381.9.0.txt
526,"Case 1:17-cv-22665-CMA Document 10 Entered on FLSD Docket 08/18/2017. Case 1-CV-17-CV22665 was filed on August 18, 2017. Case number is 1- CV-1-CV 22665. Case was filed by Loyd Loyd, P.C., on August 17, 2017, at 10:00 a.m. ET. Loyd’s attorney was not available for comment. The hearing was held on August 19, 2017 at 1:30 p.m., and was adjourned until August 26, 2013 at 2:30 pm, when it was rescheduled to 8:30pm. The case was heard by a panel of three members of the Court of Appeals.
 Judgment -->", grant,opposition,test,1141,gov.uscourts.flsd.513381.10.0.txt
527,"The United States of America has asked the court for an order granting the defendants an enlargement of time of twenty-one (21) days from September 11,2006, to and including October 2, 2006. Defendants also move to reschedule the dates for all subsequent briefs of the parties on the “What Process” issue. Because of the press of other matters, additional time isneeded by defendants to prepare and file a response to the State of Alaska’s brief. The matter of the National Audubon Society et al. v. Dirk Kempthorne et al., No. 1:05-cv-00008-JKS,2/ issued an order and preliminarydecision (Docket Entry No. 99 in that action) in which the court indicated a proposed ruling and proposed injunction.
 Judgment -->", grant,support,test,1004,gov.uscourts.akd.243.72.0.txt
