,support,support_file,opposition,opposition_file,outcome,folder_id,case_path,data_type
344,"['Civil Action No. 8:14-cv-03124-TDC v. Romarm, S.A., state-owned and operated commercial gun manufacturer and instrumentality of the Government of Romania, a foreign sovereign state. Norman Williams and Diane Howe, as Legal Representatives of. J.H., a deceased minor, and Kevin Attaway and Jamel Blakeley, made a timely request within. twenty-eight (28) days of the Memorandum Opinion, entered July 20, 2015, as Document No. 48, that this decision be altered or.amended. The Complaint is to be Amended to delete causes of action under the District of Columbia.Wrongful Death Act of 2012, and all public nuisance and negligence matters, and to be substantiallyre-drafted.']",['gov.uscourts.mdd.292999.50.0.txt'],"['Plaintiffs have already filed five separate Complaints or Amended Complaints related to these claims, all of which have resulted in dismissal. Plaintiffs have wholly failed to sustain their burden to show any of the three grounds on which a Rule 59(e) motion may be granted. The threshold issue for Plaintiffs’ motion is whether they have included sufficient facts to meet their burden in asking the Court to amend or alter its Order dismissing the Case 8:14-cv-03124-TDC Document 51 Filed 09/03/15 Page 2 of 10. Defendant Romarm S.A. (“Romarm”), by and through its undersignedattorneys, and files this response in opposition to Plaintiff’s Motion to Alter or Amend Judgment.']",['gov.uscourts.mdd.292999.51.0.txt'],grant,832,/mnt/a536sing/sdc1/gvc-recap/9/gov.uscourts.mdd.292999/,test
345,"['Ricardo S. MARTINEZ v. VIEOSOFT, Inc., v. CHANGE HEALTHCARE SOLUTIONS, LLC. Case 2:15-cv-00742-RSM Document 101 Filed 01/13/17 Page 1 of 12 Penguine. Case No. 2: 15-cv -00742 RSM RSM. Case Type: Civil Case based on the Civil Order, based on. the Order, on the Case, based. on the Order. Type: civil case. Case Name: VieosOFT v. LILLY. Case ID: 2-15-CV-00741. Case Number: 15/15/00742. Case Date: 01/12/17.']",['gov.uscourts.wawd.214849.101.0.txt'],"['Defendants Change Healthcare Solutions, LLC (f/k/a Envoy LLC), Change Healthcare. Holdings, Inc. (f-k/o Emdeon Inc.), and Change. Healthcare Operations, Inc (f.k/t/a Em deon Inc.) (collectively, “Defendants’) respectfully submit this. response in opposition to Plaintiff’s Motion for Relief from Judgment (“Judgment”) that was entered by the Court on. December 20, 2016 (ECF Nos. 99 and 100). For the reasons set forth herein, Defendants. respectfully request that the Court not alter or amend the Judgment and. keep the case closed. Plaintiff offers no basis to vacate the Judgment. There is no claim at issue for this claim.', ""Ricardo S. MARTINEZ v. RICARDO S. LILLY, v. CHANGE HEALTHCARE SOLUTIONS, LLC. (f/k/a ENVOY, LLC) v. VIEOSOFT, INC. v. ChANGE HEARTBREAK, LLC (f-k/A ENVY, LLC), v. P. J. WEDDLE & BARCOTT, A. HOLMES W. W.EDDle, A., P.J. E. HOOVER, and JOHN EASTMAN v. L. EASTman, RSM. Case No. 2:15-cv-00742 RSMREPLY IN SUPPORT OFPLAINTIFF'S MOTION FOR RELIEF FROM JUDGMENT. Plaintiff andCounterclaim Plaintiffs and.Counterclaim Defendants are:""]","['gov.uscourts.wawd.214849.103.0.txt', 'gov.uscourts.wawd.214849.104.0.txt']",deny,29,/mnt/a536sing/sdh1/gvc-recap/9/gov.uscourts.wawd.214849/,train
346,"[""David E Mack files this Motion to Quash the Answer and Affirmative Defenses of Defendant Palisades Collection, LLC and in support thereof would show the Court as follows: The Defendant was served by Certified mail under the local rules of the Court on June 24, 2011. The Defendant did not respond until July 22, 2011 which is 8 days past their obligation to respond under the Federal Rules of Civil Procedure. Due to the Defendant's lack of response according to the Rules, the Answer should be Quashed as the answer was not filed in a timely manner. This is to certify that a true and correct copy of the document above was sent to all parties in this case by USPS first class mail. We are happy to provide you with the correct documents.""]",['gov.uscourts.txed.130659.20.0.txt'],"['Plaintiff’s Motion to Quash is improper for 3 reasons. The Federal Rules of Civil Procedure do not provide for such a motion or remedy. Palisades has meritorious defenses, and any delay in responding to the Complaint was not the result of gross carelessness or bad faith. The Court should give Plaintiff an opportunity to respond and ultimately deny any motion for default. The Motion is not supported by a single citation to the FRCP or the case law. The motion to quash is not in accordance with the requirements or purpose of Rule 12(f) of the Federal Rules Of Civil Procedure. The Plaintiff has not provided proof of service and the Defendant did not file an affidavit and did not respond to thecomplaint. The Defendant has not given Plaintiff a reason why it does not believe that the Plaintiff was served with its Answer and Affirmative Defenses.']",['gov.uscourts.txed.130659.26.0.txt'],deny,380,/mnt/a536sing/sdc1/gvc-recap/9/gov.uscourts.txed.130659/,train
347,"[""Plaintiff moves for partial summary adjudication. Motion is based on Plaintiffs’ Memorandum of Points and Authorities, and the Declaration of John H. Scott (“Scott Declaration”) Motion is also based on the pleadings and papers on file in this action; such additional matters of which this Court may take judicialjudicialnotice; and any additional argument and evidence as may be presented at the hearing. Case 3:07-cv-04720-CRB. Case No.: CV 07-04520 CRB. Plaintiff's Notice of Motion and Motion for Partial SUMMARY ADJUDICATION. Plaintiff’s Notice of MOTION and Motion. For. Partial Summary Adjudication, see: http://www.cnn.com/2008/08/14/business/technology/california-san-francesco-trial-motion-for-partial-summary-adjudication.html.""]",['gov.uscourts.cand.195848.38.0.txt'],"['Gonzales v. Novosel, et al., et al. Case 3:07-cv-04720-CRB 44: 44:44. Case is in the U.S. District Court for the Northern District of California, Northern Division. The suit was filed on August 28, 2008. The defendant is entitled to the denial or continuance of the motion for partial summary judgment because of the impediments in obtaining discovery and evidence, according to Deputy Attorney General John P. Devine. The criminal prosecution of plaintiff – for events that are inextricably intertwined with this lawsuit – is scheduled to begin on November 3. The judge will hear the case on September 19, 2008 at 10:00 a.m. at the Supreme Court of the United States.']",['gov.uscourts.cand.195848.44.0.txt'],deny,683,/mnt/a536sing/sdag1/gvc-recap/8/gov.uscourts.cand.195848/,test
348,"['Plaintiffs are past or present employees of the United States Department of HomelandSecurity. They are currently or were previously employed as Immigration Officers (IOs) in the GS-1801 Series, or Intelligence Research Specialists (IRSs) The U.S. is the defendant. The Tucker Act is the only possible source of this Court’s jurisdiction in this case. The complaint alleges that plaintiffs, and other similarly situated employees, were not compensated at a rate of not less than. one and one half times their regular rate for hours worked in excess of the hourly standards. asmandated by the FLSA. Plaintiffs filed their complaint on July 5, 2013, and assert that this Court has jurisdiction “pursuant to 29 U. S.C. § 201, et. seq.” Compl. “Cause of Action” ¶¶ 11-15.']",['gov.uscourts.cofc.28217.5.0.txt'],"['Plaintiffs, through their undersigned counsel, file this Response in opposition to Defendant’s Motion to Transfer. Plaintiffs further highlight two recent decisions in this Court denying identical Motions. The Government in King v. United States, No. 12-175C (Fed Cl. Cl. Aug. 30, 2013), involved a Complaint covering multiple employees who alleged that their employing agency failed to pay overtime compensation due to them under the Fair Labor Standards Act (“FLSA”), 29 U.S.C. § 201 et seq. (2012). The Defendant in that matter filed aMotion to Transfer, based upon the decision in United States v. Bormes, 133 S. Ct. 12 (2012)(“Bormes”). The Supreme Court held that a plaintiff could not import the waiver of sovereign immunity found in the Little Tucker Act to pursue a Fair Credit Reporting Act claim.']",['gov.uscourts.cofc.28217.6.0.txt'],deny,821,/mnt/a536sing/sdh1/gvc-recap/7/gov.uscourts.cofc.28217/,train
349,"['The defendants will move this Court, before the Honorable Shira A. Scheindlin, United States District Judge, for an order in limine under the Federal Rules of Evidence governing the admission of certain evidence for trial. The motion will be heard in the United States Courthouse, located at 500 Pearl Street, New York, New. York, at a date to be determined by the Court. The defendants’ Memorandum of Law in Support of Motion in Limine, together with all the pleadings and proceedings heretofore had been submitted, will be read in this Court by the Attorney General of the State of New York. If you have any questions, please call (212) 416-6075 or email [email protected]. For confidential support, call the National Suicide Prevention Lifeline at 1-800-273-8255.']",['gov.uscourts.nysd.315289.102.0.txt'],"['Case 1:07-cv-09599-SAS Document 107 ~~ Filed 07/21/2009 Page 1 of 20. Plaintiff\'s Expert Should be Permitted To Testify About Her Future Future. Plaintiff Exercised Protected Speech in Connection With the ""JG"" Incident, and Therefore Evidence Relating to the Incident is Relevant and Admissible. There is No Basis to Exclude Plaintiff\'s Damages Witness or Limit her Actuary\'s Testimony. The Court Has Determined That Plaintiff\'s Speech Regarding DDC.Whitewashing Would Be Protected As a Matter of Law, And the Jury.Now Must Decide If She Made Such Speechu....cccccseeeitereeen. 14. The jury must decide if she made such Speechu.', 'The State of New York, et al, are the Defendants. The plaintiff is Christine Anderson. The defendant is John A. Beranbaum, an attorney admitted to the bar of the State of NY and to this Court. The suit was filed in the U.S. District Court for the Southern District of NY on July 21, 2009. Christine Anderson is the plaintiff in the case. The case is being tried in the United States Court of Appeals for the Seventh Circuit in New York. The trial is scheduled to begin on August 8, 2009, at 11:30 a.m. (EST) and end on August 14, 9:30 p.m., (CT) (SAS) Case number: 07-cv-09599-SAS Document 108: 108.']","['gov.uscourts.nysd.315289.107.0.txt', 'gov.uscourts.nysd.315289.108.0.txt']",grant,33,/mnt/a536sing/sdal1/gvc-recap/9/gov.uscourts.nysd.315289/,train
350,"['Defendant Waverly Partners, LLC, by and through counsel, and decidedlymoves the Court pursuant to Rule 50(b) of the Federal Rules of Civil Procedure. Defendant shows unto the Court as follows: At the close of evidence in the trial of this matter, Defendant moved the. court for a judgment as a matter of law on the issues of contract formation and breach;. which Motion the Court denied;. In the alternative, Defendant moves the Court for a new trial;. Alternatively, Defendant prays the. Court for an Order granting Carbunclea new trial on all issues;. or. any reason not stated in this Motion that would justify a. new trial of the matter;. The Court has not yet entered a final judgment in this matter.']",['gov.uscourts.ncwd.58301.120.0.txt'],"[""The plaintiff, Shawn Smith, waited almost three years for her jury trial. The jury’s verdict should stand because it comports with the clear weight of the evidence, is based on true evidence, and is a just verdict. Defendant now seeks to avoid the verdict by arguing it is not responsible for the actions of its agent, VanElla, again. The Court should not disturb the jury's verdict because the evidence at trial and thereasonable inferences drawn from that evidence support the jury�'s verdict and award of damages to the Plaintiff. The court should also consider the credibility of the witnesses on a motion for a new trial, and the evidence on which it was relying in this case. The decision should be made by the United States District Court for the Western District of North Carolina.""]",['gov.uscourts.ncwd.58301.126.0.txt'],deny,127,/mnt/a536sing/sdx1/gvc-recap/1/gov.uscourts.ncwd.58301/,test
351,"['Hysitron Incorporated v. MTS Systems Corporation is a case in the U.S. District Court for the District of Minnesota. The motion is based on the Federal Rules of Civil Procedure, the pleadings in the case, the Memoranda of Law and supporting affidavits, and the arguments of counsel. The Motion is for a protective order concerning Plaintiff’s Second Set of DiscoveryRequests Nos. 5, 9, 13, 16-17, and 22-42, or in the alternative, an Order staying discovery with respect to these requests pending resolution of MTS’S Motion for Partial SummaryJudgment. The Court will rule on the Motion on April 17, 2008 at 9:30 a.m. ET. The case is referred to as Hysitrons Incorporated vs. Mts Systems Corporation.', 'Hysitron Incorporated v. MTS Systems Corporation is being heard in the U.S. District Court for the District of Minnesota. The case involves a Sponsored Link Internet advertising program that MTS has discontinued. The judge ruled that the ad program was not, as a matter of law, “use in commerce” under the Lanham Act and, therefore, did not infringe Hysitton’s mark. The decision was handed down on May 29, 2008, and the case will be heard by Judge Montgomery on May 2, 2008. For more information on the case, visit Justia.com/Justia-Dockets-Case-No. 07-cv-01533. For. more information about the Justia Dockets- case- No. 07/07/08, visit: JustiaDockets.com.', 'Hysitron Incorporated v. MTS Systems Corporation is a civil case in the U.S. District Court for the District of Minnesota. The judge and counsel of record are David P. Pearson and Brent A. Lorentz. The proposed order(s) are to be filed with the Court via e-mail and mailed by first class mail, postage paid, to the following non-ECFparticipants: The Honorable Arthur J. Boylan, the Honorable William D. Schultz, and the Attorney General of the United States of America. For confidential support call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch, see www.samaritans.org for details. For support on suicide matters call the National Suicide Prevention Lifeline on 1-800-273-8255 or visit www.suicidepreventionlifeline.org.', 'Hysitron Incorporated v. MTS Systems Corporation was settled in April 2008. The case was filed in the U.S. District Court for the District of Minnesota. The suit was settled out of court in December 2010. The judge ruled in favor of the plaintiff, and the case went to trial in January 2011. The verdict was upheld on appeal in April 2013. The settlement was finalized in March 2013. For confidential support, call the National Suicide Prevention Lifeline at 1-800-273-8255 or visit http://www.suicidepreventionlifeline.org/. For support on suicide matters call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch, see www.samaritans.org for details. For support in the United States, call 1-877-457-9090 or visit the\xa0United States Samaritans.']","['gov.uscourts.mnd.90143.95.0.txt', 'gov.uscourts.mnd.90143.97.0.txt', 'gov.uscourts.mnd.90143.100.0.txt', 'gov.uscourts.mnd.90143.98.0.txt']","['Hysitron seeks evidence and information in MTS’ possession to prove Hysiton’s pending patent and trademark claims. MTS refuses to provide discovery directlyrelevant to the trademark claims while simultaneously contending it should be granted partial summary judgment. The parties agreed to a Rule 37 meet-and-confer telephone conference on March 27, in which MTS agreed to provide documents responsive to the request for documents. The discovery at issue is relevant to both the patent claims and the MTS trademark claims, and MTS continues to use the HYSITRON mark. The motion for protective order, or in the alternative a stay, should be denied and that MTS be compelled to produce the requested documents, the court will rule.', 'Brian Platt is an attorney with the law firm of Merchant & Gould located in Minneapolis, Minnesota. He represents Plaintiff Hysitron Incorporated in the above-captioned action. This declaration is respectfully submitted in opposition to Defendant\'s Motion for Protective Order, or in the Alternative, to Stay Discovery pending Partial Summary Judgment. Attached hereto as Exhibit 1 is a true and accurate copy of a letter to BrianPlatt dated April 17, 2008 from David P. Pearson. Att attached as Exhibit 2 is atrue and accurate copies of Gmail by Google printout dated April 21, 2008. Attributed as Exhibit 3 is aTrue and accurate Copy of ""Hys itron"" search results for WebCrawler.com dated December 28, 2007.']","['gov.uscourts.mnd.90143.101.0.txt', 'gov.uscourts.mnd.90143.102.0.txt']",deny,1164,/mnt/a536sing/sdh1/gvc-recap/3/gov.uscourts.mnd.90143/,test
352,"['CHRISTOPHER ROBERT WEAST has been in custody since February 21, 2014, charged with possession of a visual depiction of a minor engaged in sexually explicit conduct. Mr. Weast respectfully requests the court reconsider the detention order entered March 3, 2014 detaining him. The presumption and the twenty year mandatory minimum in this case does not apply. The defendant is not credible evidence showing a danger to the community or a flight risk or a nonappearance or safety of another person or the community unless detained. The case is being heard by the U.S. District Court for the Northern District of Texas at the Fort Worth Division of the Texas Court of Criminal Justice. The hearing is scheduled for July 10, 2014 at 10:30 a.m. ET.']",['gov.uscourts.txnd.243166.27.0.txt'],"['Christopher Robert Weast was indicted on February 12, 2014, and arrested on February 21, 2014. The government opposes Weast’s request for release and submits no furtherreprehearing on detention is necessary. This Court properly found Weast is a danger to the community and a flight risk, and there is no evidence to suggest that this Court thought Weast faced a statutory maximum penalty of 20 years. Weast asserts that the Court incorrectly assumed he faced a 20-year maximum penalty and thus wrongly relied on the existence of a rebuttable presumption to detain him. The evidence supports no allegation that the government did not rely on such a presumption. A detention hearing may be reopened any time prior to trial if the judicial officer discovers information that was not known to the movant at the time of the hearing.']",['gov.uscourts.txnd.243166.31.0.txt'],deny,522,/mnt/a536sing/sdah1/gvc-recap/6/gov.uscourts.txnd.243166/,train
353,"['Attorneys for Defendants and Counterclaimants, Gateway, Inc. and COWABunga Enterprises, Inc., move the Court to enter a summary judgment of invalidity of U.S. Patent No. 4,439,759. The matter may be heard in the Courtroom of the Honorable Marilyn L. Huff, located at 880Front Street, San Diego, California 91201, on January 7, 2008, at 10:30 a.m. Case 3:07-cv-02000-H-CAB. Case No. 07-CV-2000- H (CAB)Case 3:08-CV: 07- CV: 08- CV-08-0200-H (Cab)Case No. 08-cv: 09-01-0100-Cab (CAC) Case No.: 08-01:01:09-0102-C (CAS)']",['gov.uscourts.casd.256908.66.0.txt'],"['Lucent Technologies Inc. and MICROSOFT Corp. are contesting the validity of a patent granted by the U.S. Patent and Trademark Office on January 7, 2008. Plaintiff Lucent Technologies, Inc. is a subsidiary of Lucent Inc. Lucent’s application is for a patent for a product known as ‘Gatesway’. The patent was granted to a company called Gatesway Inc. in 2007. The company claims the patent belongs to Lucent and is seeking to invalidate it. The case is being heard by Judge David A. Hahn in San Diego, California. The jury will hear the case on February 14, 2008, at 10:30 a.m. EST. The decision is expected to be delivered by the end of February.']",['gov.uscourts.casd.256908.147.0.txt'],deny,960,/mnt/a536sing/sdt1/gvc-recap/8/gov.uscourts.casd.256908/,train
354,"['ROBIN MELCHOR 7616.Century Square, Suite 2204, Honolulu, Hawaii 96813 0x00B0.Telephone: (808) 523-1332. Email: melchorr@aloha.net.Attorney for Defendant |. AlOHA PLASTIC SURGERY, LLC. Filed 03/27/12 Pagelof2 PagelD#: 94. Ates pis STRICT COURT OF HAWAII. The entry of default against it filed herein on December 30, 2011. This Motion is. based on good cause to set aside said default and is supported by the attached.Memorandum, Declaration, and the records and pleadings. on file herein.']",['gov.uscourts.hid.100339.15.0.txt'],"[""Plaintiffs HAWAIIAN ART NETWORK, LLC and VINCENT K. TYLOR respectfully submit their memorandum of law in opposition to Defendant ALOHA PLASTIC SURGERY, LLC’s Motion to Set Aside Default Judgment Against Defendant Aloha Plastic Surgery, LLC. “Defendant APS fails to show good cause for the default to be set aside.” Plaintiffs’ counsel requested that Dr. Pasquale no longer communicate directly with Plaintiffs' counsel, but have no contact with his attorney but have contact his attorney. ‘Plaintiff APS has not provided any.factual basis for the court to conclude that its failure to retain counsel and.answer the complaint was not intentional, or that there are any meritorious. defences to Plaintiff’S claims.’""]",['gov.uscourts.hid.100339.17.0.txt'],grant,228,/mnt/a536sing/sdag1/gvc-recap/9/gov.uscourts.hid.100339/,test
355,"[""Plaintiff Isabel Tarcila Cazorla Salinas says she is being discriminated against because of her immigration status. She is suing her former boss, Barney Weinkle, who she says threatened her with deportation if she filed a motion for spoliation. Weinkle claims he has video footage of the times Salinas was working, but no documents have been produced. The court orders Weinkle to destroy the video, which is critical to the case because it could be used for prejudicial purposes. The judge orders the production of the video and sanctions against Weinkle and the other defendants for violating the motion to spoliate Salinas' right to a fair trial. The motion is filed in the U.S. District Court for the Southern District of Florida, in Florida, on behalf of Salinas.""]",['gov.uscourts.flsd.451348.44.0.txt'],"['The motionreferstospoliationsanctions,wetoldopposingcouncilonseveraloccasions, were filed by YourHonor. The motion says Yourhonor lied to the court and has no fact to support her claim. The court heard evidence from YourHonors\' attorneys that the government has no video tape recording of the incident. Yourhonors\' attorney said the motion was filed as a ""dog and pony show"" by the opposing council. The judge ruled that the motion should be allowed to go before the court for further consideration. The hearing is expected to last two days and is scheduled to last up to four hours. The case is still pending and the judge will make a decision on whether to grant the motion to suppress the motion.']",['gov.uscourts.flsd.451348.50.0.txt'],deny,753,/mnt/a536sing/sdag1/gvc-recap/8/gov.uscourts.flsd.451348/,test
356,"['Paul Kenneth: Cromar and Barbara Ann Cromar, pro se, en pauperis, file Motion to Strike the improper pleadings with the court by the plaintiff United States of America. Case 2:17-cv-01223-RJS-EJF Document 48 Filed 05/23/18 Page 1 of 8phthalmology.com. Case: U.S. District Court ZIH8 MtiY 23 l\\ B: 1i.q.q., Z: 1.2.2, Z: 2.0. Case number: 48/17/17, 48/18/17. Case date: 05/22/18, 5:17 p.m. EST. Case name: United States v. Cromar. Case duration: 10 days. Case cost: $100,000.']",['gov.uscourts.utd.107895.48.0.txt'],"['The United States of America submits thisResponse to Defendants’ “Objection and Motion to Strike Improper Pleadings for a lack of subject-matter jurisdiction” (ECF No. 48) and “Motion for Hearing”(ECF no. 49). The U.S. Attorney’s Office for the District of Utah, through undersigned counsel, submits the Response to the Defendants. The Defendants filed the same frivolous arguments that were dismissed by the Court on two prior occasions. For the same reasons set forth in the Court’S April 27, 2018 and May 15, 2018 Orders, the Defendants�’ motions should be denied. The United States Attorney for Utah is John W. HUBER, along with Ryan S. Watson and Kenneth Cromar.']",['gov.uscourts.utd.107895.50.0.txt'],deny,802,/mnt/a536sing/sdt1/gvc-recap/5/gov.uscourts.utd.107895/,test
357,"['The Defendants, Highbeam Research, Inc., The Gale Group, Inc. and CengageLearning, Inc, renew their request that this Court dismiss the Plaintiffs’ First Amended Complaint. The Defendants submit the attachedMemorandum of Law and the Declaration of Patrick J. Markey and the exhibits annexed thereto. The parties have engaged in informal discovery which confirms that dismissal is required under a forum selection clause contained in an agreement between Defendants and Plaintiffs. The Plaintiffs and I conferred in an attempt to resolve the issues raised by this motion but were unable to do so. We are asked to certify that this document filed through the ECF system. will be sent electronically to the registered participants as identified on the Notice of Electronic.Filing (NEF) and that paper copies will be. sent to those indicated as non-registered participants on the 17th day of August, 2012.', 'Plaintiffs Robert Bragg, David Crotty, Kathleen Geisse, Crystal Dillon, and Leslie.Johnston’s (collectively, “plaintiffs”) First Amended Complaint (the “Amended. Complaint’) The parties exchanged informal discovery that conclusively establishes that each plaintiff necessarily.assented to the Agreement containing the forum selection clause providing exclusive venue in. Illinois prior to entering into any relationship with Defendants. The parties have submitted a renewed motion to dismiss Defendants’ motion to. dismiss the Amendedcomplaint on the basis of the forum. selection clause contained in the HighBeam.Research User Agreement ( the “Agreement’), that plaintiffs’ assented to prior to using and in. order to use Defendants�’ services on the High beam website.', 'Patrick Markey served as local counsel for the Defendants in the above-captioned action, Robert Bagg et al. v. Highbeam Research, Inc., the Gale Group, Inc. and CengageLearning, Inc (D. Mass. C.A. No. 2011-cv-30199) He has submitted the Declaration and the exhibits annexed hereto in support of Defendants’ renewed motion to dismiss the First Amended Complaint. The contents of this Declaration are based upon personal viewpoints and knowledge of the facts in the case. The Declaration and exhibits are annexed as Exhibit 1 and Exhibit 2. The Exhibit 3 is a copy of a HighBeam website screenshot from 2007 that was sent to the Plaintiffs on June 19, 2012. The Plaintiff’s motion for dismissal was denied on July 13, 2012, and they are seeking a transfer to the Northern District of Illinois.']","['gov.uscourts.mad.138034.22.0.txt', 'gov.uscourts.mad.138034.23.0.txt', 'gov.uscourts.mad.138034.24.0.txt']","[""Plaintiffs, by and through their attorneys, hereby provide a limited opposition to Defendants’ Motion to Dismiss. Plaintiffs do not oppose Defendants' Motion to the extent that it requests a ruling that Illinois is the proper forum for this case. In fairness to Plaintiffs, Plaintiffs request that the relief be that the case is transferred to the United States District Court for the District of Illinois as opposed to outright dismissal. The court has the authority to transfer the case, in lieu of dismissal. See Stewart Org.Inc. v. Ricoh Corp., 487 U.S. 22, 24 ( 1988). See also 28 U.s.C. 1404(a) (a) 1404 (a), 1404-1404(b), 1406-1406 (b) 1407-1408 (b).""]",['gov.uscourts.mad.138034.25.0.txt'],deny,422,/mnt/a536sing/sdc1/gvc-recap/4/gov.uscourts.mad.138034/,train
358,"['Kolon Industries, Inc. and Kolon Corporation filed a motion for leave to appear on February 19, 2015. The motion was filed in the U.S. District Court for the Eastern District of Virginia. Kolon Industries contends that the Government is both a party and the subject of the action. The Indictment is fatally ambiguous as to the named defendant. The Government contends that Kolon’s service efforts in the above-captioned action in the United States are fatally ambiguous. The Motion is made on the grounds set forth in the accompanying Memorandum. Respectfully submitted this 10th day of February, 2015, Gretchen C. Byrd, C.A. Byrd and Stephen C. Neal, are the attorneys for Specially-Appearing Defendants.', ""Kolon Industries, Inc. and Kolon Corporation are accused of violating the Constitution’s equal protection clause. The Government filed a response, but did not oppose a brief continuance in order to provide sufficient time for the Fourth Circuit to “dispose of [Kolon's] petition.” The Government contends that the Government is both a party and the subject of the action in the above-captioned action. The U.S. District Court for the Eastern District of Virginia has set an arraignment date for February 19, 2015. Kolon has filed a motion to leave to appear before the Court, which was granted on December 29, 2014, and the arraignment is scheduled for January 6, 2015, at 4.45 p.m.""]","['gov.uscourts.vaed.284235.179.0.txt', 'gov.uscourts.vaed.284235.180.0.txt']","[""The United States submits its response to the motion of Kolon Industries, Inc. andolon Corporation (hereinafter “defendants”) for leave to appear specially, and a proposed motion to continue the arraignment date. The United States does notoppose defendants’ motion to appear special, but opposes their proposed motion. The government deferred to the Fourth Circuit on whether to grant defendants a special appearance in the mandamus proceeding. The Fourth Circuit has yet to rule on defendants' motion for a special appearances. The petition and the response are the only filings required to dispose of most mandamus petitions. See Dkt. No. 180-5 for the government’s brief in support of their petition and exhibits on January 26, 2015.""]",['gov.uscourts.vaed.284235.181.0.txt'],grant,314,/mnt/a536sing/sdr1/gvc-recap/5/gov.uscourts.vaed.284235/,train
359,"['The United States District Court for the Southern District of Florida is hearing a case in which the defendants are accused of violating the Florida Deceptive and Unfair Trade Practices Act. The suit was filed by Industrial Heat, LLC, a Florida-based energy company, and three other defendants. The court is considering whether to dismiss the suit and order the defendants to pay back damages. The case is being heard by the U.S. District Court of the Southern district of Florida, which is hearing the case at the Fort Lauderdale-Coral Gables branch of the court. The jury will hear the case on September 29 and 30, 2016, at 10:30 a.m. and 5:30 p.m., respectively. The trial is expected to last at least one week.']",['gov.uscourts.flsd.481715.56.0.txt'],"[""The case involves a Florida heating and cooling company and a Florida energy company. The case is being tried in the U.S. District Court for the Southern District of Florida. The judge will rule on whether or not the company should be allowed to sue for breach of contract, tax evasion and unfair trade practices. The company and the company claim that the company was not required to pay taxes as required by the license agreement. The court has ruled in favor of the company and has denied the company's claim that it should not have paid taxes on the heating and coolant company's profits. The dispute is now before the Supreme Court of the United States, which will hear the case on October 25, 2016. The hearing is expected to last at least until October 26,2016.""]",['gov.uscourts.flsd.481715.68.0.txt'],deny,874,/mnt/a536sing/sdag1/gvc-recap/5/gov.uscourts.flsd.481715/,train
360,"[""Google Inc. v. Function Media, L.L.C. Google’s Daubert Motion regarding Mr. Walter Bratic will principally concern Mr. Bratic's improper reliance on Google's acquisitions in connection with his reasonable royalty analysis. Google requests the hearing on its Motion be heard on January 5, 2010 so that Google can appropriately prepare for trial on January 19, 2010. The proposed schedule, however, is not prejudicial to Function Media,. whose opposition is due before Christmas. Google needs to know that as soon as possible to prepare appropriately and to line up necessary witnesses. For these reasons, Google respectfully requests that the Court grant that the court expedite briefing and consideration of its Dauber Motion regarding Bratic. In sum, the court will not be prejudiced by Google's proposed schedule.""]",['gov.uscourts.txed.104068.321.0.txt'],"[""Google has proposed a hearing date on this issue on January 5, at the same time as the currently-scheduled hearing over exhibit and deposition objections. Such a schedule makes no sense given the timing and the expert discovery here. Google's motion does not seek to require Function Media to move against Mr. Wagner early. But because Google knows that Function Media will not file by December 16, Google seeks a tactical advantage in having its Dauberl motion heard before Function Media's. Google suggested pushing back the various dates for expert reports -- on four different occasions. If Google were concemed about the burden on the parties, it would forego its proposed reply brief and forego the full amount of time of time allowed by the rules of the court. The court should take up each side's damages motions at theSame time and on a schedulethat accommodates appropriate filing and reply dates.""]",['gov.uscourts.txed.104068.322.0.txt'],deny,618,/mnt/a536sing/sdn1/gvc-recap/8/gov.uscourts.txed.104068/,test
